nrow,id,dia,aerolinea,destino,region,dest_size,area_abordaje,fecha_salida,espera_min,limpieza,seguridad,satisfaccion
1591,674,jueves,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,115.0,Limpio,Algo seguro,Neutral
1592,495,Domingo,ALASKA,PORTLAND,Oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,118.0,Limpio,Muy seguro,Muy satisfecho
1593,3233,jueves,ALASKA,PORTLAND,oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,220.0,Limpio,Muy seguro,Algo satisfecho
1594,1941,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,155.0,Promedio,Algo seguro,Neutral
1595,1025,viernes,AIR CANADA,VANCOUVER,Canadá / México,Medium,Gates 91-102,2018-12-31,155.0,Algo limpio,Algo seguro,Neutral
1596,2968,miércoles,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,60.00000000000011,Algo limpio,Muy inseguro,Muy satisfecho
1597,3185,jueves,DELTA,LOS ANGELES,oeste de EE. UU.,  Hub ,Gates 40-48,2018-12-31,59.99999999999989,Algo limpio,Muy seguro,Algo satisfecho
1598,3222,jueves,ALASKA,PORTLAND,oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,130.0,Algo limpio,Muy seguro,Algo satisfecho
1600,1684,sábado,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,275.0,Limpio,Algo seguro,Muy satisfecho
1601,849,martes,ALASKA,PORTLAND,oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,112.0,Algo limpio,Muy seguro,Algo satisfecho
1602,9001,miércoles,UNITED,AUSTIN,Medio Oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,135.0,Promedio,Muy seguro,Neutral
1603,765,jueves,AIR CANADA,TORONTO,Canadá / México,Hub,Gates 91-102,2018-12-31,130.0,Limpio,Muy seguro,Algo satisfecho
1604,2808,jueves,DELTA,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 40-48,2018-12-31,190.0,Algo limpio,Muy seguro,Algo satisfecho
1605,2908,viernes,TURKISH AIRLINES,ESTAMBUL,Medio Oriente,Hub,Gates 91-102,2018-12-31,165.0,Promedio,Neutral,Neutral
1607,612,jueves,JETBLUE,BOSTON,este de EE. UU.,Grande,Gates 1-12,2018-12-31,192.0,Limpio,Muy seguro,Algo satisfecho
1608,2127,miércoles,FRONTIER,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,153.0,Algo limpio,Algo inseguro,Algo satisfecho
1609,1608,jueves,VIRGIN ATLANTIC,LONDON HEATHROW,Europa,Hub,Gates 1-12,2018-12-31,230.0,Algo limpio,Muy seguro,Muy satisfecho
1610,2800,jueves,DELTA,SALT LAKE CITY,oeste de EE. UU.,Medium,Gates 40-48,2018-12-31,155.0,Algo limpio,Algo seguro,Neutral
1612,666,viernes,UNITED INTL,MUNICH,Europa,Hub,Gates 91-102,2018-12-31,235.0,Algo limpio,Algo seguro,Algo satisfecho
1613,768,domingo,ALASKA,NUEVA YORK-JFK,este de EE. UU.,Hub,Gates 50-59,2018-12-31,150.0,Limpio,Muy seguro,Muy satisfecho
1614,3126,domingo,ALASKA,NEWARK,este de EE. UU.,Hub,Gates 50-59,2018-12-31,71.9999999999999,Algo limpio,Algo seguro,Algo satisfecho
1615,2011,viernes,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,125.0,Limpio,Algo seguro,Muy satisfecho
1616,12,martes,SUDOESTE,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,80.0,Promedio,Algo seguro,Neutral
1618,905,martes,ALASKA,RALEIGH-DURHAM,este de EE. UU.,Medium,Gates 50-59,2018-12-31,130.0,Algo limpio,Muy seguro,Algo satisfecho
1619,903,martes,ALASKA,RALEIGH-DURHAM,este de EE. UU.,Medium,Gates 50-59,2018-12-31,280.0,Algo limpio,Muy seguro,Muy satisfecho
1620,1117,jueves,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,405.0,Algo limpio,Muy seguro,Muy satisfecho
1621,1110,martes,SUDOESTE,SAN DIEGO,oeste de EE. UU.,Medium,Gates 20-39,2018-12-31,130.0,Limpio,Muy seguro,Muy satisfecho
1622,1915,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,245.0,Algo limpio,Algo seguro,Algo satisfecho
1623,1265,jueves,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,215.0,Algo limpio,Algo seguro,Algo satisfecho
1624,815,Domingo,ALASKA,PORTLAND,Oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,140.0,Promedio,Neutral,Neutral
1625,948,jueves,AIR CANADA,VANCOUVER,Canadá / México,Medium,Gates 91-102,2018-12-31,120.0,Algo limpio,Muy seguro,Algo satisfecho
1627,1467,martes,ALASKA,NUEVA YORK-JFK,este de EE. UU.,Hub,Gates 50-59,2018-12-31,70.0000000000001,Limpio,Muy seguro,Muy satisfecho
1628,2094,jueves,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,87.0,Limpio,Muy seguro,Muy satisfecho
1631,2754,miércoles,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,240.0,Algo limpio,Algo seguro,Algo satisfecho
1632,2553,sábado,JETBLUE,BOSTON,este de EE. UU.,Grande,Gates 1-12,2018-12-31,120.0,Algo limpio,Algo seguro,Algo satisfecho
1633,2608,sábado,AEROMEXICO,CIUDAD DE MÉXICO,Canadá / México,Hub,Gates 1-12,2018-12-31,125.0,Promedio,Algo seguro,Neutral
1634,3059,domingo,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,275.0,Algo limpio,Algo seguro,Algo satisfecho
1635,1515,miércoles,DELTA,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 40-48,2018-12-31,45.0,Limpio,Muy seguro,Algo satisfecho
1636,1955,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,155.0,Algo limpio,Algo seguro,Algo satisfecho
1637,974,viernes,LUFTHANSA,MUNICH,Europa,Hub,Gates 91-102,2018-12-31,175.0,Algo limpio,Algo seguro,Algo satisfecho
1638,527,jueves,EMIRATES,DUBAI,Medio Oriente,Hub,Gates 1-12,2018-12-31,165.0,Limpio,Muy seguro,Neutral
1639,2619,sábado,INTERJET,GUADALAJARA,Canadá / México,Medium,Gates 1-12,2018-12-31,165.0,Promedio,Neutral,Muy satisfecho
1640,437,Domingo,UNITED,HONOLULU,Oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,185.0,Algo limpio,Muy seguro,Algo satisfecho
1641,271,jueves,UNITED,LOS ANGELES,oeste de EE. UU.,  Hub ,Gates 70-90,2018-12-31,80.0,Limpio,Algo seguro,Algo satisfecho
1642,2149,miércoles,AIR CANADA,VANCOUVER,Canadá / México,Medium,Gates 91-102,2018-12-31,84.9999999999999,Limpio,Muy seguro,Muy satisfecho
1643,755,jueves,AIR CANADA,TORONTO,Canadá / México,Hub,Gates 91-102,2018-12-31,145.0,Limpio,Muy seguro,Muy satisfecho
1644,2934,martes,SUDOESTE,SAN DIEGO,oeste de EE. UU.,Medium,Gates 20-39,2018-12-31,15.0000000000001,Algo limpio,Muy seguro,Algo satisfecho
1645,2389,miércoles,UNITED INTL,BEIJING,Asia,Hub,Gates 91-102,2018-12-31,285.0,Limpio,Algo seguro,Algo satisfecho
1646,1959,martes,UNITED,BOSTON,Este de EE. UU.,Grande,Gates 70-90,2018-12-31,84.9999999999999,Algo limpio,Muy seguro,Algo satisfecho
1647,1796,domingo,ALASKA,RALEIGH-DURHAM,este de EE. UU.,Medium,Gates 50-59,2018-12-31,145.0,Algo limpio,Algo seguro,Algo satisfecho
1648,2189,miércoles,AER LINGUS,DUBLIN,eur,Large,Gates 91-102,2018-12-31,210.0,Algo limpio,Muy seguro,Algo satisfecho
1649,2667,sábado,AEROMEXICO,CIUDAD DE MÉXICO,Canadá / México,Hub,Gates 1-12,2018-12-31,155.0,Limpio,Muy seguro,Neutral
1650,1136,martes,SUDOESTE,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,70.0000000000001,Promedio,Algo seguro,Algo satisfecho
1651,2098,viernes,JETBLUE,LONG BEACH,oeste de EE. UU.,Small,Gates 1-12,2018-12-31,159.0,Limpio,Muy seguro,Algo satisfecho
1652,2818,jueves,DELTA,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 40-48,2018-12-31,610.0,Limpio,Muy seguro,Algo satisfecho
1654,650,martes,ALASKA,WASHINGTON DC-DULLES,este de EE. UU.,Medium,Gates 50-59,2018-12-31,120.0,Promedio,Muy seguro,Neutral
1655,1032,viernes,AIR CANADA,VANCOUVER,Canadá / México,Medium,Gates 91-102,2018-12-31,94.99999999999979,Algo limpio,Muy seguro,Neutral
1656,3019,martes,UNITED,PORTLAND,Oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,362.0,Promedio,Neutral,Algo satisfecho
1657,3029,martes,AMERICAN,DALLAS-FT. VALOR,Medio Oeste de EE. UU.,Hub,Gates 50-59,2018-12-31,110.0,Limpio,Muy seguro,Muy satisfecho
1658,893,viernes,AIR CANADA,TORONTO,Canadá / México,Hub,Gates 91-102,2018-12-31,150.0,Limpio,Muy seguro,Muy satisfecho
1659,2272,sábado,UNITED,BAKERSFIELD,oeste de EE. UU.,   Small,Gates 70-90,2018-12-31,88.0,Algo limpio,Muy seguro,Algo satisfecho
1660,2009,viernes,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,205.0,Limpio,Algo seguro,Neutral
1661,1443,miércoles,FRONTIER,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-01-01,179.0,Limpio,Muy seguro,Muy satisfecho
1662,1586,miércoles,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,2018-12-31,240.0,Limpio,Muy seguro,Muy satisfecho
1663,1269,jueves,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,165.0,Promedio,Neutral,Algo satisfecho
1664,733,jueves,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,155.0,Promedio,Algo seguro,Neutral
1665,1615,jueves,VIRGIN ATLANTIC,LONDON HEATHROW,Europa,Hub,Gates 1-12,2018-12-31,230.0,Limpio,Muy seguro,Algo satisfecho
1666,2139,miércoles,FRONTIER,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,153.0,Limpio,Neutral,Algo satisfecho
1667,361,viernes,LUFTHANSA,FRANKFURT,Europa,Hub,Gates 91-102,2018-12-31,145.0,Algo limpio,Muy seguro,Algo satisfecho
1668,2034,miércoles,UNITED,NEWARK,EAST US,Hub,Gates 70-90,2018-12-31,90.0,Algo limpio,Muy seguro,Algo satisfecho
1669,260,viernes,AIR CANADA,TORONTO,Canadá / México,Hub,Gates 91-102,2018-12-31,105.0,Limpio,Muy seguro,Algo satisfecho
1670,3078,domingo,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,230.0,Algo limpio,Neutral,Algo satisfecho
1672,1494,miércoles,HAWAIIAN AIR,HONOLULU,Oeste de EE. UU.,Medium,Gates 1-12,2018-12-31,90.0,Algo limpio,Muy seguro,Algo satisfecho
1673,1809,domingo,ALASKA,RALEIGH-DURHAM,este de EE. UU.,Medium,Gates 50-59,2018-12-31,70.0000000000001,Algo limpio,Neutral,Algo satisfecho
1674,2614,sábado,INTERJET,GUADALAJARA,Canadá / México,Medium,Gates 1-12,2018-12-31,165.0,Algo limpio,Algo seguro,Algo satisfecho
1675,822,Domingo,ALASKA,NASHVILLE,Medio oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,156.0,Algo limpio,Muy seguro,Neutral
1676,225,miércoles,AMERICAN,LOS ANGELES,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,160.0,Limpio,Muy seguro,Algo satisfecho
1677,2187,miércoles,QANTAS,SYDNEY,Australia / Nueva Zelanda,Hub,Gates 1-12,2018-12-31,195.0,Algo limpio,Algo seguro,Neutral
1678,1650,sábado,VIRGIN ATLANTIC,LONDON HEATHROW,Europa,Hub,Gates 1-12,2018-12-31,170.0,Limpio,Algo seguro,Algo satisfecho
1679,3270,martes,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,2018-12-31,130.0,Promedio,Muy seguro,Algo satisfecho
1680,2267,sábado,UNITED,BAKERSFIELD,West US,   Small,Gates 70-90,2018-12-31,118.0,Algo limpio,Muy seguro,Algo satisfecho
1681,388,viernes,ALASKA,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,100.0,Algo limpio,Muy seguro,Algo satisfecho
1682,2744,viernes,UNITED,KAHULUI,Oeste de EE. UU.,Small,Gates 60-69,2018-12-31,92.0,Algo limpio,Neutral,Algo satisfecho
1683,1057,viernes,AIR CANADA,CALGARY,Canadá / México,Medium,Gates 91-102,2018-12-31,295.0,Limpio,Algo seguro,Algo satisfecho
1684,2192,jueves,SUDOESTE,LAS VEGAS,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,180.0,Limpio,Muy seguro,Muy satisfecho
1685,2644,martes,JETBLUE,NUEVA YORK-JFK,este de EE. UU.,Hub,Gates 1-12,2018-12-31,120.0,Promedio,Algo seguro,Algo satisfecho
1687,1205,martes,SUDOESTE,LAS VEGAS,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,59.99999999999989,Limpio,Algo seguro,Algo satisfecho
1688,724,miércoles,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,227.0,Algo limpio,Muy seguro,Algo satisfecho
1689,2095,viernes,JETBLUE,LONG BEACH,oeste de EE. UU.,Small,Gates 1-12,2018-12-31,139.0,Limpio,Muy seguro,Algo satisfecho
1690,1318,martes,UNITED INTL,LONDON HEATHROW,eur,Hub,Gates 91-102,2018-12-31,140.0,Limpio,Neutral,Algo satisfecho
1691,997,viernes,LUFTHANSA,MUNICH,Europa,Hub,Gates 91-102,2018-12-31,85.0,Algo limpio,Algo seguro,Algo satisfecho
1692,1202,martes,SUDOESTE,LAS VEGAS,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,40.0,Promedio,Neutral,Neutral
1693,1911,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,125.0,Promedio,Neutral,Neutral
1695,300,jueves,UNITED,SAN DIEGO,Oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,152.0,Algo limpio,Muy seguro,Algo satisfecho
1696,2312,jueves,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,165.0,Algo limpio,Algo seguro,Algo satisfecho
1697,3281,miércoles,SUDOESTE,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,125.0,Algo limpio,Muy seguro,Neutral
1698,830,domingo,ALASKA,NASHVILLE,Medio oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,246.0,Algo limpio,Muy seguro,Algo insatisfecho
1699,2645,martes,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,120.0,Limpio,Muy seguro,Muy satisfecho
1701,2866,miércoles,UNITED,WASHINGTON DC-DULLES,Este de EE. UU.,Medium,Gates 70-90,2018-12-31,86.9999999999999,Algo limpio,Muy seguro,Algo satisfecho
1702,400,sábado,UNITED,PHOENIX,West US,Hub,Gates 70-90,2018-12-31,115.0,Limpio,Muy seguro,Muy satisfecho
1703,1857,domingo,ALASKA,KAHULUI,oeste de EE. UU.,Small,Gates 50-59,2018-12-31,115.0,Algo limpio,Algo seguro,Neutral
1704,357,viernes,LUFTHANSA,FRANKFURT,Europa,Hub,Gates 91-102,2018-12-31,150.0,Algo limpio,Algo seguro,Algo satisfecho
1705,2615,sábado,AEROMEXICO,CIUDAD DE MÉXICO,Canadá / México,Hub,Gates 1-12,2018-12-31,245.0,Promedio,Neutral,Neutral
1706,204,miércoles,AMERICAN,LOS ANGELES,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,130.0,Promedio,Muy seguro,Neutral
1707,2729,miércoles,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,105.0,Limpio,Muy seguro,Muy satisfecho
1708,301,miércoles,SUDOESTE,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,94.9999999999999,Promedio,Algo seguro,Algo satisfecho
1709,2198,jueves,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,120.0,Promedio,Neutral,Neutral
1710,2492,viernes,UNITED,DENVER,oeste de EE. UU.,  Hub ,Gates 70-90,2018-12-31,56.0,Algo limpio,Muy seguro,Algo satisfecho
1711,1390,martes,UNITED INTL,PARIS-DE GAULLE,Europa,Hub,Gates 91-102,2018-12-31,165.0,Limpio,Muy seguro,Muy satisfecho
1712,2509,viernes,ALASKA,SALT LAKE CITY,oeste de EE. UU.,Medium,Gates 1-12,2018-12-31,75.0000000000001,Limpio,Muy seguro,Muy satisfecho
1713,1694,Domingo,ALASKA,SANTA ANA,Oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,292.0,Limpio,Muy seguro,Muy satisfecho
1714,1427,sábado,UNITED,KANSAS CITY,Midwest US,Medium,Gates 70-90,2018-12-31,59.99999999999989,Promedio,Algo seguro,Neutral
1715,3247,miércoles,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,425.0,Limpio,Muy seguro,Muy satisfecho
1716,969,viernes,LUFTHANSA,MUNICH,eur,Hub,Gates 91-102,2018-12-31,235.0,Algo limpio,Algo seguro,Neutral
1717,2064,viernes,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,135.0,Limpio,Algo seguro,Algo satisfecho
1718,1434,miércoles,FRONTIER,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-01-01,209.0,Limpio,Muy inseguro,Algo satisfecho
1719,1066,viernes,AIR CANADA,CALGARY,Canadá / México,Medium,Gates 91-102,2018-12-31,235.0,Limpio,Muy seguro,Muy satisfecho
1720,267,viernes,AIR CANADA,TORONTO,Canadá / México,Hub,Gates 91-102,2018-12-31,175.0,Algo limpio,Algo seguro,Algo satisfecho
1721,2017,viernes,BRITISH AIRWAYS,LONDON HEATHROW,Europa,Hub,Gates 1-12,2018-12-31,90.0,Algo limpio,Neutral,Algo satisfecho
1723,1768,jueves,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,95.0,Algo limpio,Algo seguro,Algo satisfecho
1724,1728,Lunes,AIR CANADA,TORONTO,Canadá / México,Hub,Gates 91-102,2018-12-31,390.0,Algo limpio,Algo seguro,Neutral
1725,3049,martes,AMERICAN,LOS ANGELES,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,80.0,Limpio,Muy seguro,Muy satisfecho
1726,1408,sábado,UNITED,KANSAS CITY,Midwest US,Medium,Gates 70-90,2018-12-31,169.0,Algo limpio,Algo seguro,Algo satisfecho
1727,2898,domingo,WOW,REYKJAVIK,Europa,Small,Gates 1-12,2018-12-31,175.0,Algo limpio,Algo seguro,Algo satisfecho
1728,2511,viernes,ALASKA,SALT LAKE CITY,oeste de EE. UU.,Medium,Gates 1-12,2018-12-31,120.0,Promedio,Algo seguro,Algo satisfecho
1730,3240,miércoles,AMERICAN,PHOENIX,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,155.0,Algo limpio,Muy seguro,Neutral
1731,4,martes,SUDOESTE,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,75.0000000000001,Algo limpio,Algo seguro,Neutral
1732,334,miércoles,SUDOESTE,PHOENIX,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,200.0,Algo limpio,Algo seguro,Neutral
1733,3113,domingo,ALASKA,NEWARK,este de EE. UU.,Hub,Gates 50-59,2018-12-31,110.0,Promedio,Muy seguro,Neutral
1734,1457,sábado,UNITED,PORTLAND,oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,84.9999999999999,Limpio,Muy seguro,Algo satisfecho
1735,2652,martes,SUDOESTE,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,79.9999999999999,Limpio,Muy seguro,Algo satisfecho
1736,1391,martes,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,105.0,Limpio,Muy seguro,Muy satisfecho
1737,3187,jueves,DELTA,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 40-48,2018-12-31,345.0,Algo limpio,Algo seguro,Neutral
1738,3056,martes,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,245.0,Algo limpio,Muy seguro,Muy satisfecho
1739,2891,miércoles,UNITED,AUSTIN,Medio Oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,210.0,Limpio,Muy seguro,Muy satisfecho
1740,878,martes,ALASKA,SEATTLE,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,115.0,Limpio,Muy seguro,Muy satisfecho
1741,1808,lunes,UNITED INTL,LONDON HEATHROW,eur,Hub,Gates 91-102,2018-12-31,155.0,Algo limpio,Algo seguro,Algo satisfecho
1742,2779,domingo,WOW,REYKJAVIK,Europa,Small,Gates 1-12,2018-12-31,145.0,Limpio,Muy seguro,Muy satisfecho
1743,604,jueves,JETBLUE,BOSTON,este de EE. UU.,Grande,Gates 1-12,2018-12-31,282.0,Algo limpio,Algo seguro,Algo satisfecho
1744,2449,martes,JETBLUE,BOSTON,este de EE. UU.,Grande,Gates 1-12,2018-12-31,87.0,Promedio,Algo seguro,Algo satisfecho
1746,1759,lunes,LUFTHANSA,MUNICH,eur,Hub,Gates 91-102,2018-12-31,295.0,Algo limpio,Algo seguro,Algo satisfecho
1747,2396,miércoles,UNITED INTL,SYDNEY,Australia / Nueva Zelanda,Hub,Gates 91-102,2018-12-31,125.0,Algo limpio,Muy seguro,Algo satisfecho
1748,1206,martes,SUDOESTE,LAS VEGAS,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,165.0,Promedio,Neutral,Algo satisfecho
1750,2119,lunes,UNITED INTL,CIUDAD DE MÉXICO,Canadá / México,Hub,Gates 91-102,2018-12-31,160.0,Limpio,Muy seguro,Algo satisfecho
1751,2015,viernes,BRITISH AIRWAYS,LONDON HEATHROW,Europa,Hub,Gates 1-12,2018-12-31,225.0,Limpio,Algo seguro,Algo insatisfecho
1752,2047,viernes,BRITISH AIRWAYS,LONDON HEATHROW,eur,Hub,Gates 1-12,2018-12-31,180.0,Algo limpio,Muy seguro,Algo satisfecho
1753,2217,jueves,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,180.0,Promedio,Neutral,Algo satisfecho
1754,1259,jueves,UNITED INTL,TOKYO-NARITA,Asia,Hub,Gates 91-102,2018-12-31,270.0,Algo limpio,Neutral,Algo satisfecho
1755,1939,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,185.0,Algo limpio,Algo seguro,Muy satisfecho
1756,1555,miércoles,DELTA,ATLANTA,EAST US,Hub,Gates 40-48,2018-12-31,105.0,Algo limpio,Algo seguro,Neutral
1757,1642,sábado,VIRGIN ATLANTIC,LONDON HEATHROW,Europa,Hub,Gates 1-12,2018-12-31,170.0,Promedio,Muy seguro,Algo satisfecho
1758,2300,jueves,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,120.0,Limpio,Algo seguro,Muy satisfecho
1759,1461,martes,ALASKA,NUEVA YORK-JFK,este de EE. UU.,Hub,Gates 50-59,2018-12-31,340.0,Promedio,Algo seguro,Neutral
1760,2206,miércoles,AER LINGUS,DUBLIN,Europa,grande,Gates 91-102,2018-12-31,210.0,Limpio,Algo seguro,Algo satisfecho
1761,1742,sábado,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,215.0,Limpio,Muy seguro,Muy satisfecho
1764,1448,sábado,UNITED,PORTLAND,oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,160.0,Algo limpio,Algo seguro,Muy satisfecho
1765,1248,jueves,ESTE DE CHINA,SHANGHAI,Asia,Hub,Gates 1-12,2018-12-31,140.0,Algo limpio,Algo seguro,Algo satisfecho
1767,3079,Domingo,COPA,CIUDAD DE PANAMÁ,Centroamérica / Sudamérica,Medium,Gates 1-12,2018-12-31,193.0,Limpio,Algo seguro,Algo satisfecho
1768,2962,martes,AMERICAN,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,115.0,Algo limpio,Algo seguro,Algo satisfecho
1769,567,jueves,ALASKA,SEATTLE,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,59.99999999999989,Algo limpio,Algo seguro,Neutral
1770,3246,miércoles,AMERICAN,PHOENIX,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,94.99999999999979,Limpio,Neutral,Algo satisfecho
1771,1627,jueves,KOREAN AIR,SEÚL,Asia,Hub,Gates 1-12,2018-12-31,225.0,Limpio,Muy seguro,Algo satisfecho
1772,1749,Lunes,LUFTHANSA,MUNICH,Europa,Hub,Gates 91-102,2018-12-31,145.0,Limpio,Muy seguro,Algo satisfecho
1774,996,viernes,LUFTHANSA,MUNICH,Europa,Hub,Gates 91-102,2018-12-31,55.0,Algo limpio,Algo seguro,Neutral
1775,706,miércoles,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,245.0,Algo limpio,Muy seguro,Muy satisfecho
1776,1689,sábado,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,120.0,Algo limpio,Muy seguro,Algo satisfecho
1777,3032,martes,UNITED,PORTLAND,oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,95.0000000000001,Medio,Algo seguro,Neutral
1778,704,jueves,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,185.0,Promedio,Algo seguro,Neutral
1779,1629,jueves,KOREAN AIR,SEÚL,Asia,Hub,Gates 1-12,2018-12-31,135.0,Promedio,Muy seguro,Algo satisfecho
1780,2485,viernes,UNITED,DENVER,oeste de EE. UU.,  Hub ,Gates 70-90,2018-12-31,155.0,Algo limpio,Algo seguro,Algo satisfecho
1782,3146,jueves,DELTA,SALT LAKE CITY,oeste de EE. UU.,Medium,Gates 40-48,2018-12-31,45.0,Promedio,Muy seguro,Neutral
1785,470,domingo,UNITED,DENVER,oeste de EE. UU.,  Hub ,Gates 70-90,2018-12-31,131.0,Limpio,Neutral,Algo satisfecho
1786,1665,sábado,EMIRATES,DUBAI,Medio Oriente,Hub,Gates 1-12,2018-12-31,132.0,Limpio,Muy seguro,Muy satisfecho
1787,1765,jueves,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,100.0,Algo limpio,Algo seguro,Algo satisfecho
1788,218,miércoles,AMERICAN,LOS ANGELES,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,95.0000000000001,Limpio,Muy seguro,Algo satisfecho
1789,640,jueves,ALASKA,NUEVA ORLEANS,Medio Oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,140.0,Algo limpio,Algo seguro,Muy satisfecho
